school_name,year,StudentID,First Name,Last Name,Year Level,Class,Subject,Answers,Correct Answers,Question Number,Subject Contents,Assessment Areas,sydney_correct_count_percentage,sydney_average_score,sydney_participants,student_score,student_total_assessed,student_area_assessed_score,total_area_assessed_score,participant,correct_answer_percentage_per_class,average_score,school_percentile,sydney_percentile,strength_status,high_distinct_count,distinct_count,credit_count,participant_count,award
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Science,D,?,48,Subject Content 1 for Science,Assessment Area 1 for Science,93.56,78.75,49,26.73,87,3.2,28.42,86,72.28,16.06,28,47,-,24,36,8,25,High Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Science,C,B,43,Subject Content 2 for Science,Assessment Area 2 for Science,37.4,6.43,47,0.41,57,66.11,39.62,85,37.78,98.76,41,20,-,1,4,90,70,High Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Science,D,B,32,Subject Content 3 for Science,Assessment Area 3 for Science,39.07,29.24,36,8.62,15,82.1,18.4,25,30.1,62.61,63,40,-,35,36,80,6,High Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Science,C,C,34,Subject Content 4 for Science,Assessment Area 4 for Science,76.04,50.93,78,1.88,40,57.65,48.73,87,14.25,69.73,64,6,-,58,34,98,15,High Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Science,B,?,40,Subject Content 5 for Science,Assessment Area 5 for Science,68.39,17.99,69,14,29,20.91,54.54,69,20.87,35.11,95,77,-,61,23,29,40,High Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Science,D,A,26,Subject Content 6 for Science,Assessment Area 6 for Science,43,75.04,87,14.42,69,64.09,36.36,29,2.44,58.96,96,9,-,7,16,41,84,High Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Science,C,C,35,Subject Content 7 for Science,Assessment Area 7 for Science,83.37,13.29,85,54.72,27,92.1,40.66,81,18.43,89.89,20,33,-,19,98,84,42,High Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Science,C,C,31,Subject Content 8 for Science,Assessment Area 8 for Science,71.95,55.76,21,19.75,23,97.98,62.24,86,32.58,29.55,80,100,-,43,72,87,45,High Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Science,D,C,38,Subject Content 9 for Science,Assessment Area 9 for Science,19.72,98.33,21,78.76,57,58.36,55.24,20,14.66,99.11,12,88,-,5,26,7,87,High Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Science,B,?,42,Subject Content 10 for Science,Assessment Area 10 for Science,6.79,15.33,65,72.26,20,65.16,76.6,47,57.09,85.88,54,33,-,30,72,13,1,High Distinction
